Drug Name,Price
COMTREX MAXIMIUM STREGTH caplet.,3
EXCEDRIN tab.,4
FAMOX  250/250  caps.,8
"FAMOX 125/125 susp.
(APPROVED RE-REG.)",7
NALUFIN 20mg/1ml amp.,8
LAXIN 10mg enteric coated tab.,1
PARAMOL 120mg/5ml syrup,3
HI-DAC 200mg tab. (R1),6
HI-DAC 200mg tab.,13
BETASINE 8mg tab.,4
TRAMAX 50mg hard gelatin caps. (R1),4
TRAMAX 50mg hard gelatin caps.,0
VITACAL syrup,3
JOFLEX 500mg caps.,12
"DIOVEN 150mg tab.
(APPROVED RE-REG)",11
KETOFAN 25mg tab.,2
HEMOSTAT 250mg/2ml I.M/I.V amp.,4
ZISROCIN 100mg/5ml susp.,13
"ZAKAN 2gm/100ml shampoo
(APPROVED:RE-REG.)",15
LOZAPRESS 25mg f.c.tab.,9
KLARIMIX 500mg tablet,26
GASTROFAM 480mg/60ml susp.,6
"FUSI-ZON cream
(APPROVED RE-REG)",6
"DECONGESS 120mg S.R.caps.
(APPROVED:RE-REG.)",8
REBCOFLEX 600mg C.R.tab.,7
BABY RELIEF 12.5mg supp.,2
INSECT BITE gel,3
SULTAN 50mg hard gelatin caps.,3
"ENTOPHAR 125mg/5ml susp.
(APPROVED:RE-REG.)",3
THIOTACID 300mg tab.,13
"DIAX 200mg caps.
(APPROVED:RE-REG.)",5
DIAX 220mg/5ml susp. (R1),6
DIAX 220mg/5ml susp.,5
SOMATOSTATIN LYOMARK 3mg/3ml amp.,130
CITROCID MAGNESIUM PLUS eff. Salt.,4
LASTET 50mg caps.,350
"ALLERFEN 60mg f.c.tab.
(APPROVED RE-REG.)",4
LEVOXIN 500mg f.c.tab.,51
LEVOXIN 250mg f.c.tab.,25
SILYMARIN INSTANT 140mg sachets,8
BIOMOX 500mg caps.,9
BIOMOX 250mg caps.,5
PROPOFOL 1% FRESENIUS emlsion for I.V. inf. Or inj.,100
PROPOFOL 1% FRESENIUS emulsion for iv or injection,90
KEROVIT soft gelatin caps.,10
MUCOSOLVAN 15 mg/2ml amp.,1
BISADYL 5mg for children supp.,1
AMRIZOLE 250mg tab.,2
PIROCAM STERILE I.M.amp.,4
"RENAL-S sachet
(APPROVED RE-REG)",2
MYORELAX STERILE 60mg/2ml amp. (R1),1
MYORELAX STERILE 60mg/2ml amp.,3
OFLOXIN 200mg f.c.tab.,18
OFLOXIN 0.3gm/100ml eye drops,5
ATRACURIUM BESYLATE 25 mg/2.5ml inj. (R1),18
ATRACURIUM BESYLATE 25 mg/2.5ml inj.,12
"CLOMIFERT 50mg tab.
(APPROVED RE-REG.)",4
SPIREX 1.5M.I.U.tab.,13
RANITAK 150mg tab. (R1),7
RANITAK 150mg tab.,14
TELEBRIX-35 vial (Hospital) (R1),75
TELEBRIX-35 vial (Hospital),40
PRONIVEL 2000 I.u vial,60
PRONIVEL 4000I.u vial,115
BETASONE 0.5 mg tab.,2
TOP-4 cream,4
ACTIFED tab.,3
"MONICURE NH vaginal supp.
(APPROVED RE-REG.)",2
MECLOPRAM 10mg paed.supp.,2
OTOPHENICOL 5% ear drops,2
B12 DEPOT 1000mcg amp.,4
ANALLERGE 2mg/5ml syrup,2
CETRODEL 3% topical solution ( HUMAN USE),2
CLOSOL 0.4gm/40ml topical solution,6
BISADYL 10 mg adults supp.,2
ACTIFED syrup,4
INSULATARD HM 40I.u./ml vial,6
"KLARIMIX 250 mg tablet
(APPROVED:RE-REG.)",17
KLARIMIX 125mg/5ml susp.,15
AMRIZOLE 1gm supp.,2
BEBETO 4 gm/100 ml oral drops,2
"STREPTOQUIN  tablets
(APPROVED RE-REG)",2
HUMULIN R 100I.u./ml vial,45
HUMULIN 70/30 100 I.U./ml vial (R2),45
HUMULIN N 100 I.u./ml vial,45
HUMULIN 70/30 100 I.U./ml vial (R1),14
HUMULIN 70/30 100 I.U./ml vial,40
HUMULIN R 100 I.u./ml vial (R1),14
HUMULIN R 100 I.u./ml vial,40
HUMULIN N 100I.u./ml vial (R1),14
HUMULIN N 100I.u./ml vial,40
BETADINE 200mg vaginal ovule,6
BETADINE SKIN CLEANSER 7.5g/100ml topical solution,10
BETADINE 1% mouth wash & gargle,3
BETADINE MEDICATED shampoo,8
FUNGICAN 150mg caps.,10
MELOCAM 15mg tab.,10
URIVIN effervescent granules.,4
XEFO 4mg f.c.tab.,16
XEFO 8mg f.c.tab.,16
CHEMOTRIM 400/80  tab.,2
SETAVLON antiseptic solution,3
MYCOSPOR 1% topical solution,13
MYCOSPOR 1% cream,13
ALKOR 20mg f.c.tab.,20
PYRAL 100mg/ml oral drops,2
TENOXIL 20mg tab.,8
"MIXDERM cream
(APPROVED RE-REG.)",4
SULBIN 1.5gm vial,10
SULBIN 750mg vial,6
SULBIN 375mg vial,4
"XIMACEF 100 mg/5ml susp.
(APPROVED RE-REG.) (R1)",20
"XIMACEF 100 mg/5ml susp.
(APPROVED RE-REG.)",32
PEPFIZ eff.tab.,6
BONINASAL 200I.u./dose nasal spray,105
FOR HAIR AND NAILS caps. (R1),9
FOR HAIR AND NAILS caps.,3
IPRADOL 0.00525mg/2ml amp.,4
DEXATROL eye oint.,4
TEMPORAL 250mg/5ml susp.,2
LIPITOR 10 mg tab.,40
VOMIDOXINE tab.,4
MYLOBAC 10mg tab.,4
MAGNABIOTIC 625mg tab.,20
ABILAXINE 10mg adult supp.,1
ERYTHROCIN tab. 500 mg,12
ENCEPHOHOL 200mg I.V.infusion,18
NEO FUNGICIL  powder,2
NAVOPROXIN f.c.tab.,5
ATORSTAT 10mg f.c.tab.,28
BACTOMYCIN oint.,3
ROVAC 1.5M.I.U. f.c.tab.,8
TUSSCAPINE 0.3% syrup,4
XENICAL 120mg Cap.,70
HISTAFREE 120mg tab.,8
UNIBIOTIC 250mg f.c.tab.,25
UNIBIOTIC 500mg f.c.tab.,38
FENAC 100mg tab.,6
OFLICIN 0.3gm/100ml  eye drops,6
AFRIN PEDIATRIC 0.25mg/ml nasal drops,2
LOZAPRESS-H  50/12.5mg tab.,14
ACILOC 150mg eff.granules,6
"NO DEPRINE 50mg tab.
(APPROVED RE-REG)",4
LOWLIP 300mg tab.,6
INDEST susp.,3
"NEUROTON amp.
(APPROVED:AS NEW DRUG)",7
"LORATADINE 5mg/5ml susp.
(APPROVED RE-REG.)",4
"MENTOPROFEN gel
(APPROVED RE-REG.)",3
POVIDONE-IODINE 200mg vaginal supp.,4
DELAY-TIAZEM  180  mg  SR caps.,13
NIZATINE 300mg hard gelatin caps.,12
RHEUMAMAX 100mg hard gelatin caps.,16
B.B.C. spray,10
"PULMOCARE syrup
(APPROVED RE-REG.)",4
ATOR 10mg tab.,16
EUROCOX 100mg tab.,18
EUROCOX 200mg tab.,30
DEXTROSE 5 % & SODIUM CHLORIDE 0.45 % INJ. U.S.P 25 (R2),4
DEXTROSE 5 % & SODIUM CHLORIDE 0.45 % INJ. U.S.P 25 (R1),3
DEXTROSE 5 % & SODIUM CHLORIDE 0.45 % INJ. U.S.P 25,6
ALPHACHYMOTRYPSIN 5mg amp.,10
BRONCHOTEC  syrup,5
TRITANRIX-HB vial I.M. injection,0
"MICHAELON tab.
(APPROVED RE-REG.)",3
AVARA 10mg f.c.tab.,90
AVARA  20mg f.c.tab.,115
SPIREX 3M.I.U.tab.,17
UNICTAM 1.5gm  I.M/I.V.vial,11
TETRA eye oint.,2
TENOCAM 20mg supp.,4
GENTAMICIN 0.1% cream,3
BIOVIT 12 DEPOT amp.,5
ELTROXIN 100mcg tab.,9
ELTROXIN 50mcg tab.,7
IBIDROXIL 500 mg caps.,11
ALCOFAN 50mg caps.,2
ALEXOPRINE 75mg chew.tab.,0
ALCOFAN 2.5% gel,4
ALCOFAN 100mg supp.,2
"MOLFEN  sachets
(APPROVED RE-REG)",2
ADOLOR 15mg amp.,6
COLOMINT 0.2ml  enteric coated soft gelatin caps.,4
MAXIPRIL 5mg scored tab.,4
EPINOS FRUIT EFFERVESCENCE SALT sachet,2
EPINOS PINE APPLE EFFERVESCENCE SALT sachet (R1),15
EPINOS PINE APPLE EFFERVESCENCE SALT sachet,2
CALAMINE 15% lotion,2
ZINC OLIVE 25% lotion,5
PROSTEC 5 mg f.c.tab.,47
DUSPATALIN  135mg tab.,12
ENEMAX enema,3
CYCLOPHRINE eye drops,6
ALENDOMAX 10mg tabet (R1),20
ALENDOMAX 10mg tabet,39
ALENDOMAX 40 mg tablet,28
XIMACEF 400mg capsule,42
ADENOX FORTE f.c tab.,10
NATRILIX 1.5mg S.R.coated tab.,14
DOPAMINE HYDROCHLORIDE 200mg/5ml amp. for I.V.inf.,2
NARCOTAN inhaler (R1),40
NARCOTAN inhaler,90
DOBUTAMINE 250mg/5ml amp. For I.V. inf. (R1),20
DOBUTAMINE 250mg/5ml amp. For I.V. inf.,5
NIMBEX  2.68 mg/ml amp. (R2),28
NIMBEX  2.68 mg/ml amp. (R1),50
NIMBEX  2.68 mg/ml amp.,15
PURINOL 300mg S.R.caps.,4
SALBOVENT 0.05% amp.,2
AVOCAPI caps.,8
KONAZOLE 2% shampoo,12
LOCASEN oint.,4
PARARHINOL Syrup,2
SAVLOSEPT  3gm/100ml solution (R1),3
SAVLOSEPT  3gm/100ml solution,3
DOLOKET 100mg/2ml I.M.amp.,3
FUCITHALMIC 1% viscous eye drops,17
ZODIUM 10mg f.c.tab.,10
VALPROTEC 200mg tab.,4
PYSTINON 60mg sugar coated tab.,11
IBIDROXIL 250 mg caps.,6
HAEMODIALYSIS CONCENTRATED SOLUTION FORMULA HDI 903 (R1),18
HAEMODIALYSIS CONCENTRATED SOLUTION FORMULA HDI 903,54
HAEMODIALYSIS CONCENTRATED SOLUTION FORMULA HDI 901 (R1),40
HAEMODIALYSIS CONCENTRATED SOLUTION FORMULA HDI 901,18
HAEMODIALYSIS CONCENTRATED SOLUTION FORMULA HDI 902 (R1),18
HAEMODIALYSIS CONCENTRATED SOLUTION FORMULA HDI 902,54
HEAT COMFORT  oint.,4
TONUS 5mg tab.,8
"OXELADINE 0.2% syrup
(APPROVED:RE-REG.)",4
VIRAFLU  100mg capsule,2
XIMACEF 200 mg capsule,42
TENOCAM 20mg caps.,7
SIRTO 50mg f.c. tabs.,21
COSOPT eye drops,74
ALUMAG tab.,0
CLOXIDE caps.,4
LAXEOL PI 5mg tab.,2
KREMA-ROSA 100mg vaginal tab.,4
CIPROCIN  750mg f.c.tab.,35
TREFLUCAN 150mg caps.,8
HAIRGREW lotion,10
HALONACE 5mg/ml I.M./I.V.amp.,5
IBIDROXIL 250 mg/5ml  syrup,10
FAM  30mg/2ml amp.,2
ASPEGIC vial,15
ZOCOR 40mg tab.,40
KAPRON 500mg/5ml amp.,4
MIDATHETIC 5mg/ml amp. (R1),4
MIDATHETIC 5mg/ml amp.,10
"TERAZIN  2mg tab.
(APPROVED:RE-REG.)",6
CEBION 100mg/ml oral drops,4
PLASBUMIN 20% I.V.infusion,210
REBCOFLEX 300mg amp.,3
AVARA 100mg f.c.tab.,160
OXAZIN 10mg tab.,4
NITROTARD 2.5mg caps.,15
MOODAPEX 50mg f.c.tab.,18
Ventolin 2mg tab.,3
RUDAC 150 mg tab. (R1),10
RUDAC 150 mg tab.,5
RUDAC 200mg tablet (R1),13
RUDAC 200mg tablet,6
NEURAZINE 25mg tab.,2
SALBUTAMOL 2mg/5ml syrup,2
CARNITINE 1gm amp.,10
VALPOKINE 500mg tab.,8
VALPOKINE 20% syrup,7
ISOFLURANE 100% inhalation solution (R1),120
FUNGISTATIN 100 000I.U./ml susp.,4
BUSCAMOL f.c.tab.,4
DIZIREST B6 tab.,5
DIABEN 5mg tab.,2
DERMATIN powder,1
GLYCERIN ICHTHYOL vaginal pessaries,2
CATAFLAM 50mg sugar coated tab.,9
VITA HAIR lotion,10
INDACIN 100mg supp.,2
MIGAURA 5mg/500mg tab.,4
MOXEN 7.5mg tab.,6
LORAZ 50/12.5mg tab.,10
NOPECIA 1mg caps.,6
BIODROXIL 1000mg f.c.tab.,12
BIODROXIL 500mg caps.,8
BIODROXIL 500mg/5ml susp.,12
BIODROXIL 250mg/5ml susp.,9
MONICURE 200mg vaginal supp.,4
"NYSTACORT-N cream
(APPROVED RE-REG.)",3
ACTONEL 5mg f.c.tab.,80
AFRIN ADULT 0.5mg/ml nasal drops,2
CETRITIN 10mg tab.,14
ACYCLOVIR STADA 400mg tab.,10
ACYCLOVIR STADA 800mg tab.,14
SAMULGIN  0.5gm/100ml eye drops,6
KAPRON 500mg f.c tab.,10
EGYFERON 1 M.I.U. vial,27
EGYFERON 3 M.I.U. vial,57
EGYFERON 5 M.I.U. vial,85
PENTOX 600mg sustainede release  f.c.tab.,8
"1,2,3 f.c.tab.",3
TUSSKAN  syrup,4
CATAFLAM 75mg supp.,7
LESCOL XL 80mg f.c.tab. (R1),28
LESCOL XL 80mg f.c.tab.,57
METOGRAINE  tab.,2
FARCOTILIUM 10mg soft gelatin caps.,6
FARCOTILIUM 100mg/100ml susp.,4
VASONORM 10mg tab.,12
VASONORM 5mg tab.,8
PRIMOX 15mg f.c.tab.,16
PRIMOX 7.5 mg f.c.tab.,11
DOXORUBICIN TEDEC 50mg vial,165
DOXORUBICIN Tedec 10mg vial,40
VISCOAT prefilled syringe,130
OCUFLOX 3mg/ml eye drops,4
SEPTAZOLE FORTE  800/160 tab.,4
LEGALEX 70mg tab.,2
HEPTA 150mg/ml oral drops,2
DECADURABOLIN 25mg/1ml amp.,6
BRONCHO FREE caps.,5
PANTOLOC 40mg tab. (R1),18
PANTOLOC 40mg tab.,35
PANTOLOC 20mg E.C.tab. (R1),12
PANTOLOC 20mg E.C.tab.,25
RAPIFLAM  50mg enteric coated tab.,6
RAPIFLAM 25mg enteric coated tab.,4
URSOCHOL 250mg caps.,12
ZOVIRAX D.S 400mg/5ml susp.,47
BI-ALCOFAN 150mg tab.,4
ASKINE 300/10 tab.,1
MICLOX 500mg caps.,7
DEXTROSE 5 % I.V INFUSION B.P.88,3
"URAID sachets
(APPROVED RE-REG)",2
ITRIN 2mg tab.,14
ITRIN 5mg tab.,20
DOGMATIL FORT 200mg tab,9
HISTAZINE-1 0.1% syrup,6
MICARDIS (R) 80mg tab.,33
MICARDIS (R) 40mg,23
LAMIDINE 150mg f.c.tab,50
CEPHARIN 500mg vial,5
CEPHARIN 1gm vial,8
ASPOCARD 150mg chew.tab.,1
TONOCLONE 200mg tab.,2
TONOCLONE 400mg tab.,4
CARNITINE 30% oral drops,10
TETANUS  ANTITOXIN ( A.T.S ) 1500 I.u.amp.,2
ASTONIN H 0.1mg tab.,4
PARIET 20mg tab.,40
FEXON 180mg f.c.tab.,12
RESPIRIN 150mg/ml oral drops,3
DECLOPHEN 25mg tab.,4
OPTO FLAME 0.1% eye drops,2
ORASTRINE mouth wash (R1),6
ORASTRINE mouth wash,2
BUTALINE 7.5mg E.R.caps.,4
CANDISTAN 100mg vaginal tab.,4
SULIDE 5% gel,6
SULIDE 100mg f.c.tab.,11
SULIDE 200mg Supp.,8
"VIRIN 400mg caps.
(hospital)",36
"VIRIN 200mg caps.
(hospital)",20
INDOMIN 25mg caps.,2
OCTOTRAMADOL 100mg supp.,5
DILASAL 250mg caps.,4
DILASAL 500mg caps.,6
DOLOMINE STERILE 0.5gm/100ml eye drops,4
CAPOZIDE 50/25 tab. (R2),32
CAPOZIDE 50/25 tab. (R1),21
CAPOZIDE 50/25 tab.,10
VILATOL 300mg f.c.tab.,8
CETAFEN tab.,3
MOOV massage cream (R1),6
MOOV massage cream,4
MEPECAINE-L carpoule,1
HEPATICUM 140mg caps.,6
BONEFOS 400mg caps.,350
E-MOX 500mg capsules,13
"RASHA oint.
(APPROVED RE-REG.) (R2)",4
"RASHA oint.
(APPROVED RE-REG.) (R1)",4
"RASHA oint.
(APPROVED RE-REG.)",7
BUSPAR 15mg ( dividose ) tab. (R1),13
BUSPAR 15mg ( dividose ) tab.,0
"RHEUMA-REST roll on
(APROVED RE-REG)",6
RUBIVAMIN 1000mcg amp.,2
TOBRAL 0.3gm/100ml eye drops,5
DOLOMINE STERILE 15mg/ml I.V./I.M.amp.,1
PUREGON 100I.u.amp.,180
OCUCARPINE 3% eye drops,6
RENNIE chew.tab.,3
DECONGESS L caps.,9
BONEFOS 60mg/ml concentrate,250
ANGIOVAN 5mg tab.,8
CYNCHOLINE PLUS caps.,4
SEDALINE  syrup,3
INDOMETHACIN  25 mg caps.,2
TENOLATE S.R.capsule,5
FEROSE-F chewable tab.,21
CIPROMAX 250mg tab.,17
CIPROMAX 500mg  f.c.tab.,33
FELDORAL 20mg/ml amp.,4
HUMAN GAMMA GLOBULIN 16% I.M.amp.,9
"XENETIX 300mg/ml vial
(Hospital) (R1)",36
"XENETIX 300mg/ml vial
(Hospital)",59
"XENETIX 350mg/ml vial
(Hospital) (R1)",70
"XENETIX 350mg/ml vial
(Hospital)",39
INTEROFER 100mg/5ml I.V.amp.,10
DERMOCORT cream,4
CLO-BUTRA 0.525mg/gm(0.05%) cream (R1),3
CLO-BUTRA 0.525mg/gm(0.05%) cream,5
BRONCHO-VAXOM adult 7mg caps.,38
BRONCHO-VAXOM children 3.5mg caps.,25
DICYNONE 250mg tab.,13
GLOBACIN 400mg coated tab.,25
HAEMOFARIN 3mg tab.,7
ROFERON A 3M.I.U/0.5ml S.C.prefilled syringe,87
PRIMPERAN 0.1gm/100ml syrup,2
ANDROCUR 50mg tab.,120
TRIO-CLAR caps.,16
DEXTROSE 5 % W/V INJ. U.S.P30 500 ML,0
GAST-REG 200mg tab.,6
EFFOX 25mg caps.,4
EFFICORT 0.1% lipocream,8
ARTELAC OPHTIOLE 3.2mg/ml eye drops,8
SUPLASYN 20mg/2ml intra-articular prefilled syringe.,165
NYOLOL 0.1% gel,16
DEXAPANTHEN cream,2
TIBEZOLE 500mg f.c.tab. (R1),8
TIBEZOLE 500mg f.c.tab.,23
OXYMET 0.05% adult nasal drops,2
OXYMET 0.025% paed.nasal drops,1
LYSE 0.65% nasal drops,2
ZEDOTEFEN 1mg/1ml oral drops,9
CEFAXIM 1gm vial,12
CEFAXIM  500mg vial,7
BIOCORNEAL 13.5 mg/ml intra-ocular prefilled syringe,150
PENNEL hard gelatin caps.,8
SOPROL 10mg f.c.tab,7
ULTRADOL 100mg supp.,4
PAROXETINE 20mg f.c.tab,20
GONAL-F 75 I.u. amp.,145
GONAL-F 150 I.u.amp.,200
VASCON 1% oral drops,4
DIABETO 2mg tab.,6
FLUSTAT tab.,2
EUROZOLE 500mg tab.,7
ZEFFIX 100mg f.c.tab.,130
DORMICUM 5mg/ml amp. (R1),16
DORMICUM 5mg/ml amp.,8
SCANLUX 300mg I/ml vial (R1),120
SCANLUX 300mg I/ml vial,82
SCANLUX 370mg I/ml vial (R1),135
SCANLUX 370mg I/ml vial,90
ATACAND 8mg tab. (R2),20
ATACAND 8mg tab. (R1),55
ATACAND 8mg tab.,28
NAROPIN 7.5mg/ml amp. (R1),170
NAROPIN 7.5mg/ml amp.,85
HEPAGUARD tab.,4
CASODEX 50mg tab.,720
CINOLONE-S gel,3
PLAVIX 75mg film coated tab.,205
INDAMIDE 2.5mg tab.,2
BABYLYTE ORAL REHYDRATION solution.,4
DEXTROSE 10% W/V I.V. infusion,4
COSMOFER amp.B.P.,20
SEDANEURIN Tab.,12
PROSTACURE  PLUS caps.,17
ARCA-ZINC Caps.,4
OCTAGAM 50mg/ml vial,260
NAZOCROM  nasal spray,6
GASTROLOC 40mg capsule,21
HEMOSTAT 500mg tablet,4
VITOP caps.,2
TRAMUNDIN 100mg S.R.tab.,7
TRAMUNDIN 200mg S.R.tab.,10
REGCOR 5mg tab.,8
EPIRIZINE 10mg tab.,7
DOLOZAL 500mg tablet,10
VELOSEF 1gm tab.,14
BETASERC 8mg tab.,11
LORATIN D repetabs (R1),8
LORATIN D repetabs,4
GLIMADEL 1mg f.c.tab.,3
GLIMADEL 2mg f.c.tab.,5
GLIMADEL 3mg f.c.tab.,6
AMOFLUX dry mix,8
VISUDYNE 15mg vial,5161
"VISIPAQUE 270mg I/ml vial
(Hospital) (R1)",170
"VISIPAQUE 270mg I/ml vial
(Hospital)",92
KLARIMIX 250mg/5ml suspension,22
LIVIAL 2.5mg tab.,75
IVACTIN 6mg f.c.tab.,8
PRONTO PLUS  tab.,2
CAFAMOL EXTRA tab.,5
SPASMOCIN 10mg tab.,3
LAMISIL 1% spray,43
MEPA-CURE caps.,7
KETODERM  2% gel,15
METACARDIA 20mg f.c.tab.,4
CAVESTIN 5mg tab.,8
KETOGESIC 200mg S.R. pellets in caps.,10
VERATENS 240mg S.R.pellets in caps.,8
GAST-REG 50mg/5ml I.V./I.M.amp.,3
PROCTO-4 cream (R1),8
PROCTO-4 cream,4
PROCTO-4 supp.,2
CIPROFAR 500mg f.c.tab.,20
CIPROFAR 750mg f.c.tab.,25
PROSTASIN 2mg tab.,10
PROSTASIN 5mg tab.,20
LIVAGOAL 450mg caps.,18
FUCI-TOP 2% oint.,6
FUCI-TOP 2% cream,6
TAMOL 100mg/ml oral drops,7
ORACEF 100mg/5ml susp.,29
NITROCARE 6.5mg S.R.caps.,6
NITROCARE 9mg S.R.caps.,9
MUCOSIN SR 75mg caps.,6
LORATIN 10mg tab.,8
SORANA oint,6
DIOSED-C  tab.,12
MAGNA-BIOTIC 375mg tab.,18
SLOW-ZEM 120mg pellets in caps.,6
SLOW-ZEM 180mg pellets in caps.,10
CANDISTAN 200mg vaginal tab.,4
ZENAX 125mg f.c.tab.,10
GLIPICRONE 80mg tab.,6
BIOSTRONG soft gelatin caps.,9
FML NEO eye drops,4
SPIRONOLACTONE 25mg tab. (R1),3
SPIRONOLACTONE 50mg tab.,4
SPIRONOLACTONE 100mg tab.,7
UBRETID 0.5mg/ml amp.,5
ISOMIPHENICOL 0.5% eye drops,2
MELOFLAM 15mg f.c.tab.,9
IVERZINE 6mg tab.,2
UNISPIRA 3M.I.U. tab.,17
PONO 250mg caps.,2
HEPAMARIN 140mg caps.,5
CEREBROFORTE 20% syrup,6
HYPNOR 7.5mg tab.,7
THIOTACID 600mg f.c.tab.,20
GOLDEN E 1000mg caps.,4
DETRUSITOL 2mg f.c.tab.,114
FARCOSOLVINE soft gelatin caps.,6
PERLOC 40mg f.c.tab.,18
FASTEL 120mg f.c. tab.,8
LARIVEX  500mg tab.,30
AZOPT 1% eye drops,57
CETRITIN 5mg/5ml syrup,6
ARIMIDEX 1mg tab.,470
"OTAL ear drops
(APPROVED RE-REG)",5
NATEAD 100mcg/2ml vial,210
MUCOSIN PLUS syrup,5
CERCOBION 200mg tab.,5
ALENDEX 10mg tab.,24
SULFISELEN  2.5% lotion,4
INNOHEP ANTIXA 10000I..u./0.5ml  Prefilled Syringe (R2),75
INNOHEP ANTIXA 10000I..u./0.5ml  Prefilled Syringe (R1),50
INNOHEP ANTIXA 10000I..u./0.5ml  Prefilled Syringe,62
SERETIDE DISKUS 250/50mcg accuhaler (R1),75
SERETIDE DISKUS 250/50mcg accuhaler,120
KOATE-DVI 50I.u./ml I.V.vial,530
KOATE-DVI 100 IU/ml I.V.vial,970
AZOMYCIN 250mg caps.,21
CETRAK 10mg tab.,6
CETRAK 1mg/ml syrup,6
AZOMYCIN 200mg/5ml susp.,13
OCUMETHYL eye drops,2
SLOW-ZEM 90mg pellets in caps.,6
SPIRAZOLE  tab.,6
TRITOSPOT cream (R1),6
TRITOSPOT cream,9
DILATREND 6.25mg tab.,10
KUPAN 50mg caps.,5
UNIMOX 1gm f.c.tab.,8
UNIMOX 100mg/ml oral drops,3
KELLAGON 20mg sachets,5
FRAGMIN 5000 I.U./0.2 ml prefilled syringe,25
FRAGMIN  2500I.U./0.2ml prefilled syringe,14
CALCIMATE 500mg caps.,3
FERCAYL 100mg/2ml amp.,32
HEPATICUM 1gm/100ml susp.,8
UNICTAM 375mg tablet,30
THEOPHYL -12 200mg tab.,2
IBUFEN 200mg tab.,2
TRIVASTAL RETARD 50mg tab.,13
PRETERAX 0.625/2mg tab.,15
HUMALOG MIX 25/100 I.U./ml (R1),300
HUMALOG MIX 25/100 I.U./ml,66
BELLACID  tab.,2
FENISTIL 0.1% topical gel,6
RISPERDAL 1mg/ml Oral solution,104
TOPAMAX  25mg f.c. tab.,16
VENTOLIN 2mg/5ml syrup,4
MYOLGIN 250/300 caps.,6
CURISAFE 500mg caps.,8
SMECTA 3gm sachet,9
HEPATOCURE soft gelatin caps.,6
BRONCHOPRO 15mg/5ml syrup,6
ZADSILLA Gargle,4
SEKEM FLU HERBS,4
KIDS-VIT syrup,4
POLYVITAL oral drops,3
SOLVEX 375mg caps.,5
DIOSED 150mg tab.(APPROVED RE-REG.),6
UNICTAM 250mg/5ml susp.,21
CARDIKET RETARD 20mg S.R. tab.,4
CARDIKET 10mg tab.,3
CIDOPHYLLINE I.V.amp.,1
PARAMIBE COMPOUND tab.,2
VALTREX 500mg tab.,55
ANALGIN 500mg tab.,1
SEPTANEST SP 4% carp 1.8ml epinephrine 1:100 000,55
SEPTANEST N 4 % carp 1.8ml epinephrine 1:200 000,55
LUCIDRIL 250mg f.c tab.,10
ULTIVA 1mg I.V.vial,20
ULTIVA 2mg I.V.vial,30
Ultiva 5mg vial,52
HYSARTAN 50/12.5 tab.,18
NABUXAN 500mg coated tab.,7
MELOFLAM 7.5mg supp.,4
LANTANON 30mg pellets caps.,25
EVISTA 60mg f.c.tab.,95
DISTOCIDE 600mg f.c.tab.,9
TETRAVITON amp.,2
TRIACTIN 4mg tab.,4
HEPATON 100mg  tab.,2
CEFABRUM 200mg tab.,38
MICO ORAL 2% oral gel,6
MOBIC 15mg/1.5ml amp.,4
FLOGENCYL 1.5% gel,12
TERAZIN 5MG TABS.,11
ACAPRIL 20mg tab.,7
DINASEPT cream,4
P.T.B. 500mg tab.,8
LACTODEL 2.5mg tab.,15
GLUSTIN 15mg tab.,22
LESSURIC 100mg tab.,2
LESSURIC 300mg tab.,3
NAZINE 1mg/ml nasal drops,2
KUPAN 100mg supp.,3
VAGIPROST 25mcg vaginal tab.,10
FELDORAL 20mg supp.,4
FELDORAL 20mg caps.,6
RHEUMARENE 1% gel,3
ALKOR 40mg f.c.tab.,28
NITROCARE 2.5mg S.R.caps.,2
NYSTATIN 100 000I.u./ml susp.,4
LIPANTHYL 300mg caps.,13
VIALEBEX 20% I.V.infusion,210
DIPROSONE 0.05% oint.,3
GARAMYCIN 1mg/gm oint.,3
ULTRAFULVIN 125mg tab.,3
PHYTOMENADIONE 10mg/ml amp. (R1),46
PHYTOMENADIONE 10mg/ml amp.,3
BIDALKIN vaginal douche powder,4
CEVAROL 500mg tab.,2
NEUROCET 20% syrup,9
SEPTRIN paediatric 200/40 susp.,6
DECAPEPTYL CR  3.75mg  prefilled syringe,605
CONGESTAL syrup,5
CONGESTAL tablets,4
XITHRONE 500mg f.c.tab. (R1),18
XITHRONE 500mg f.c.tab.,30
MINALAX  tab.,4
EM-EX 1mg f.c.tab.,200
EM-EX 1mg/ml amp.1ml (R1),84
EM-EX 1mg/ml amp.1ml,28
CARTILGIN caps.,6
NASOTAL 2gm/100ml spray,6
POLYBIOTIC spray,22
DEBOCAINE HCL 2% vial (R1),2
DEBOCAINE HCL 2% vial,6
TRIBUDAT 100mg tablet,5
TAMOL 200mg tab.,10
DIABENOR 3mg tab.,6
DIABENOR 2mg tab.,5
SUPER ACT caps.,11
FLAGIMIDE suspension for children,4
FLATIDYL 30% oral drops,2
SPARCIN 200mg  f.c.tab. (R1),25
SPARCIN 200mg  f.c.tab.,50
VOLTAREN 25mg supp.,4
NALPAIN 20mg/ml amp.,6
SABECT vial,5
POLAPRIM eye drops,5
CEFABRUM 100mg/5ml susp.,27
LEE-FLOX 500mg f.c.tab.,30
LEE-FLOX 250mg tab.,20
